Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
Texas A&M	Baylor	H	W	80	61	19
Texas A&M	Cal Poly	H	W	82	63	19
Texas A&M	Arkansas	H	W	92	69	23
Texas A&M	Mississippi State	@	W	61	60	1
Texas A&M	Tennessee	@	W	92	88	4
Texas A&M	Florida	H	W	71	68	3
Texas A&M	Georgia	@	W	79	45	34
Texas A&M	Louisiana State	H	W	71	57	14
Texas A&M	Missouri	H	W	66	53	13
Texas A&M	Arkansas	@	L	71	74	-3
Texas A&M	Iowa State	H	W	72	62	10
Texas A&M	Vanderbilt	@	L	60	77	-17
Texas A&M	South Carolina	H	L	78	81	-3
Texas A&M	Alabama	@	L	62	63	-1
Texas A&M	Louisiana State	@	L	71	76	-5
Texas A&M	Mississippi	H	W	71	56	15
Texas A&M	Kentucky	H	W	79	77	2
Texas A&M	Mississippi State	H	W	68	66	2
Texas A&M	Missouri	@	W	84	69	15
Texas A&M	Auburn	@	W	81	63	18
Texas A&M	Vanderbilt	H	W	76	67	9
Texas A&M	Florida	N	W	72	66	6
Texas-Arlington	Fordham	H	W	77	72	5
Texas-Arlington	Louisiana Tech	@	L	68	80	-12
Texas-Arlington	Ohio State	@	W	73	68	5
Texas-Arlington	Memphis	@	W	68	64	4
Texas-Arlington	Grambling	H	W	73	40	33
Texas-Arlington	Rice	@	W	92	74	18
Texas-Arlington	Texas	@	L	73	80	-7
Texas-Arlington	North Texas	H	W	90	67	23
Texas-Arlington	Texas-El Paso	@	W	76	62	14
Texas-Arlington	Bradley	H	W	97	61	36
Texas-Arlington	Sul Ross State	H	W	98	40	58
Texas-Arlington	Georgia State	H	W	85	70	15
Texas-Arlington	Georgia Southern	H	W	92	72	20
Texas-Arlington	Appalachian State	@	W	71	67	4
Texas-Arlington	Troy	@	W	90	63	27
Texas-Arlington	South Alabama	@	L	85	88	-3
Texas-Arlington	Arkansas State	H	W	91	64	27
Texas-Arlington	Arkansas-Little Rock	H	L	62	68	-6
Texas-Arlington	Louisiana-Monroe	@	L	88	99	-11
Texas-Arlington	Louisiana-Lafayette	@	L	75	90	-15
Texas-Arlington	Georgia Southern	@	L	73	82	-9
Texas-Arlington	Georgia State	@	W	90	69	21
Texas-Arlington	Texas State	@	W	65	53	12
Texas-Arlington	Appalachian State	H	W	91	60	31
Texas-Arlington	Louisiana-Lafayette	H	W	84	83	1
Texas-Arlington	Louisiana-Monroe	H	L	61	64	-3
Texas-Arlington	Arkansas-Little Rock	@	L	60	72	-12
Texas-Arlington	Arkansas State	@	W	79	75	4
Texas-Arlington	Texas State	H	W	75	69	6
Texas-Arlington	South Alabama	H	W	92	79	13
Texas-Arlington	Troy	H	W	90	55	35
Texas-Arlington	Texas State	N	W	72	63	9
Texas Christian	Southeastern Louisiana	H	W	90	77	13
Texas Christian	Houston Baptist	H	W	90	63	27
Texas Christian	South Dakota State	H	L	67	76	-9
Texas Christian	Rhode Island	N	L	60	66	-6
Texas Christian	Illinois State	N	W	71	60	11
Texas Christian	Southern Methodist	H	L	70	75	-5
Texas Christian	Colgate	H	W	76	49	27
Texas Christian	Washington	@	L	67	92	-25
Texas Christian	Prairie View	H	W	73	55	18
Texas Christian	Abilene Christian	H	W	80	69	11
Texas Christian	Bradley	@	W	53	49	4
Texas Christian	Delaware State	H	W	75	47	28
Texas Christian	Oklahoma State	@	L	48	69	-21
Texas Christian	West Virginia	H	L	87	95	-8
Texas Christian	Texas	H	W	58	57	1
Texas Christian	Baylor	@	L	54	82	-28
Texas Christian	Kansas	@	L	63	70	-7
Texas Christian	Texas Tech	H	L	69	76	-7
Texas Christian	Iowa State	H	L	60	73	-13
Texas Christian	Texas	@	L	54	71	-17
Texas Christian	Tennessee	H	W	75	63	12
Texas Christian	Oklahoma	@	L	72	95	-23
Texas Christian	Kansas	H	L	56	75	-19
Texas Christian	Oklahoma State	H	W	63	56	7
Texas Christian	West Virginia	@	L	42	73	-31
Texas Christian	Kansas State	H	L	49	63	-14
Texas Christian	Iowa State	@	L	83	92	-9
Texas Christian	Texas Tech	@	L	79	83	-4
Texas Christian	Baylor	H	L	71	86	-15
Texas Christian	Kansas State	@	L	54	79	-25
Texas Christian	Oklahoma	H	L	67	75	-8
Texas Christian	Texas Tech	N	W	67	62	5
Texas Christian	West Virginia	N	L	66	86	-20
Texas-El Paso	Loyola (LA)	H	W	96	49	47
Texas-El Paso	Texas State	H	W	77	62	15
Texas-El Paso	Alcorn State	H	W	88	66	22
Texas-El Paso	Florida A&M	H	W	72	54	18
Texas-El Paso	Southern Illinois	N	W	71	66	5
Texas-El Paso	Colorado State	N	W	99	90	9
Texas-El Paso	New Mexico State	@	L	59	73	-14
Texas-El Paso	Texas-Arlington	H	L	62	76	-14
Texas-El Paso	Washington State	@	L	68	84	-16
Texas-El Paso	New Mexico State	H	L	53	73	-20
Texas-El Paso	Norfolk State	H	L	76	85	-9
Texas-El Paso	Sam Houston State	H	W	87	68	19
Texas-El Paso	Texas-Rio Grande Valley	H	W	85	64	21
Texas-El Paso	Rice	H	W	61	60	1
Texas-El Paso	North Texas	H	W	84	75	9
Texas-El Paso	Middle Tennessee	@	L	72	78	-6
Texas-El Paso	Alabama-Birmingham	@	L	80	87	-7
Texas-El Paso	Texas-San Antonio	@	L	67	71	-4
Texas-El Paso	Florida Atlantic	H	W	71	56	15
Texas-El Paso	Florida International	H	L	69	79	-10
Texas-El Paso	Southern Mississippi	@	L	58	71	-13
Texas-El Paso	Louisiana Tech	@	L	70	78	-8
Texas-El Paso	Marshall	H	W	112	108	4
Texas-El Paso	Western Kentucky	H	W	93	89	4
Texas-El Paso	Florida International	@	W	84	74	10
Texas-El Paso	Florida Atlantic	@	W	89	82	7
Texas-El Paso	Southern Mississippi	H	W	78	73	5
Texas-El Paso	Louisiana Tech	H	W	91	80	11
Texas-El Paso	Old Dominion	@	L	53	74	-21
Texas-El Paso	Charlotte	@	L	78	88	-10
Texas-El Paso	Texas-San Antonio	H	W	81	74	7
Texas-El Paso	Florida International	N	W	85	77	8
Texas-El Paso	Marshall	N	L	85	87	-2
Texas-Rio Grande Valley	Miami (FL)	@	L	59	86	-27
Texas-Rio Grande Valley	North Florida	@	L	84	106	-22
Texas-Rio Grande Valley	Texas A&M-Kingsville	H	W	78	56	22
Texas-Rio Grande Valley	Portland State	H	L	61	79	-18
Texas-Rio Grande Valley	Southeast Missouri State	H	W	83	74	9
Texas-Rio Grande Valley	Houston	@	L	65	78	-13
Texas-Rio Grande Valley	Lamar	@	L	60	83	-23
Texas-Rio Grande Valley	Angelo State	H	W	76	75	1
Texas-Rio Grande Valley	Tennessee-Martin	H	L	64	72	-8
Texas-Rio Grande Valley	Texas State	@	L	59	68	-9
Texas-Rio Grande Valley	Utah State	@	L	69	94	-25
Texas-Rio Grande Valley	North Dakota State	N	L	50	68	-18
Texas-Rio Grande Valley	Idaho State	N	L	64	76	-12
Texas-Rio Grande Valley	Texas-El Paso	@	L	64	85	-21
Texas-Rio Grande Valley	Our Lady of the Lake	H	W	89	81	8
Texas-Rio Grande Valley	Grand Canyon	@	L	63	83	-20
Texas-Rio Grande Valley	Utah Valley	@	L	65	98	-33
Texas-Rio Grande Valley	Chicago State	H	W	82	72	10
Texas-Rio Grande Valley	Missouri-Kansas City	H	W	71	66	5
Texas-Rio Grande Valley	Cal State Bakersfield	@	L	58	77	-19
Texas-Rio Grande Valley	Seattle	@	L	59	70	-11
Texas-Rio Grande Valley	New Mexico State	@	L	68	92	-24
Texas-Rio Grande Valley	Utah Valley	H	L	77	88	-11
Texas-Rio Grande Valley	Grand Canyon	H	L	58	64	-6
Texas-Rio Grande Valley	Missouri-Kansas City	@	L	58	75	-17
Texas-Rio Grande Valley	Seattle	H	W	67	57	10
Texas-Rio Grande Valley	Cal State Bakersfield	H	L	57	70	-13
Texas-Rio Grande Valley	Chicago State	@	W	89	79	10
Texas-Rio Grande Valley	New Mexico State	H	L	44	83	-39
Texas-Rio Grande Valley	Seattle	N	L	52	75	-23
Texas-San Antonio	Loyola (IL)	@	L	64	76	-12
Texas-San Antonio	Clemson	@	L	45	78	-33
Texas-San Antonio	Creighton	@	L	78	103	-25
Texas-San Antonio	Southern Utah	@	W	82	79	3
Texas-San Antonio	Central Arkansas	N	L	84	98	-14
Texas-San Antonio	Texas Southern	N	L	80	91	-11
Texas-San Antonio	Texas-Permian Basin	H	L	85	90	-5
Texas-San Antonio	Texas State	@	L	53	76	-23
Texas-San Antonio	Texas	@	L	50	116	-66
Texas-San Antonio	Texas A&M-Corpus Christi	H	L	79	85	-6
Texas-San Antonio	East Central	H	W	75	61	14
Texas-San Antonio	Utah Valley	H	L	78	83	-5
Texas-San Antonio	Cal Poly	H	L	73	88	-15
Texas-San Antonio	North Texas	H	L	66	70	-4
Texas-San Antonio	Rice	H	W	85	80	5
Texas-San Antonio	Alabama-Birmingham	@	L	82	104	-22
Texas-San Antonio	Middle Tennessee	@	L	71	79	-8
Texas-San Antonio	Texas-El Paso	H	W	71	67	4
Texas-San Antonio	Florida International	H	L	56	72	-16
Texas-San Antonio	Florida Atlantic	H	L	71	86	-15
Texas-San Antonio	Louisiana Tech	@	L	75	85	-10
Texas-San Antonio	Southern Mississippi	@	L	70	86	-16
Texas-San Antonio	Western Kentucky	H	L	71	83	-12
Texas-San Antonio	Marshall	H	L	91	109	-18
Texas-San Antonio	Florida Atlantic	@	L	73	79	-6
Texas-San Antonio	Florida International	@	L	65	79	-14
Texas-San Antonio	Louisiana Tech	H	L	74	87	-13
Texas-San Antonio	Southern Mississippi	H	W	74	53	21
Texas-San Antonio	Charlotte	@	L	108	114	-6
Texas-San Antonio	Old Dominion	@	L	56	78	-22
Texas-San Antonio	Texas-El Paso	@	L	74	81	-7
Texas-San Antonio	Florida Atlantic	N	L	58	82	-24
Texas Southern	New Mexico	@	L	57	86	-29
Texas Southern	Creighton	@	L	70	93	-23
Texas Southern	Clemson	@	L	56	76	-20
Texas Southern	Howard	N	L	81	87	-6
Texas Southern	Texas-San Antonio	N	W	91	80	11
Texas Southern	Washington State	@	L	65	77	-12
Texas Southern	Mississippi State	@	L	73	86	-13
Texas Southern	Stephen F. Austin	@	L	62	66	-4
Texas Southern	Central Michigan	@	L	71	79	-8
Texas Southern	Iona	@	L	73	83	-10
Texas Southern	Syracuse	@	L	67	80	-13
Texas Southern	Baylor	@	L	59	72	-13
Texas Southern	Southern	H	W	88	66	22
Texas Southern	Alcorn State	H	W	74	58	16
Texas Southern	Prairie View	H	W	64	38	26
Texas Southern	Jackson State	@	W	71	65	6
Texas Southern	Grambling	@	W	69	54	15
Texas Southern	Mississippi Valley State	H	W	75	60	15
Texas Southern	Arkansas-Pine Bluff	H	W	78	49	29
Texas Southern	Alabama State	@	W	75	72	3
Texas Southern	Alabama A&M	@	W	71	66	5
Texas Southern	Prairie View	@	L	55	59	-4
Texas Southern	Jackson State	H	W	76	60	16
Texas Southern	Grambling	H	W	79	72	7
Texas Southern	Mississippi Valley State	@	W	98	67	31
Texas Southern	Arkansas-Pine Bluff	@	W	54	52	2
Texas Southern	Alabama A&M	H	W	77	54	23
Texas Southern	Alabama State	H	W	96	86	10
Texas Southern	Southern	@	L	79	84	-5
Texas Southern	Alcorn State	@	W	76	66	10
Texas Southern	Alabama A&M	N	W	77	69	8
Texas Southern	Southern	N	L	73	81	-8
Texas State	Texas-Tyler	H	W	84	49	35
Texas State	Texas-El Paso	@	L	62	77	-15
Texas State	McNeese State	@	W	70	67	3
Texas State	Texas-San Antonio	H	W	76	53	23
Texas State	Texas A&M-Corpus Christi	@	L	39	47	-8
Texas State	Texas-Rio Grande Valley	H	W	68	59	9
Texas State	Prairie View	@	W	62	44	18
Texas State	Washington State	@	L	73	78	-5
Texas State	Howard Payne	H	W	92	43	49
Texas State	Georgia Southern	H	W	80	66	14
Texas State	Georgia State	H	L	46	58	-12
Texas State	Appalachian State	@	L	56	76	-20
Texas State	South Alabama	@	W	78	67	11
Texas State	Troy	@	L	57	66	-9
Texas State	Arkansas-Little Rock	H	L	74	77	-3
Texas State	Arkansas State	H	W	78	68	10
Texas State	Louisiana-Lafayette	@	L	54	80	-26
Texas State	Louisiana-Monroe	@	L	59	72	-13
Texas State	Georgia State	@	L	56	59	-3
Texas State	Georgia Southern	@	L	62	66	-4
Texas State	Texas-Arlington	H	L	53	65	-12
Texas State	Appalachian State	H	W	69	68	1
Texas State	Louisiana-Monroe	H	L	57	76	-19
Texas State	Louisiana-Lafayette	H	W	61	57	4
Texas State	Arkansas State	@	W	71	60	11
Texas State	Arkansas-Little Rock	@	L	68	73	-5
Texas State	Texas-Arlington	@	L	69	75	-6
Texas State	Troy	H	W	78	57	21
Texas State	South Alabama	H	W	68	57	11
Texas State	Georgia State	N	W	63	61	2
Texas State	Texas-Arlington	N	L	63	72	-9
Texas Tech	High Point	H	W	77	73	4
Texas Tech	Utah	N	L	63	73	-10
Texas Tech	Mississippi State	N	W	74	72	2
Texas Tech	Minnesota	N	W	81	68	13
Texas Tech	Hawaii	H	W	82	74	8
Texas Tech	Sam Houston State	H	W	71	56	15
Texas Tech	Tennessee-Martin	H	W	68	49	19
Texas Tech	South Dakota State	H	W	79	67	12
Texas Tech	Arkansas-Pine Bluff	H	W	94	54	40
Texas Tech	Arkansas-Little Rock	H	W	65	53	12
Texas Tech	Richmond	H	W	85	70	15
Texas Tech	Texas	H	W	82	74	8
Texas Tech	Iowa State	@	L	69	76	-7
Texas Tech	Kansas	H	L	59	69	-10
Texas Tech	Kansas State	@	L	70	83	-13
Texas Tech	Baylor	H	L	60	63	-3
Texas Tech	Texas Christian	@	W	76	69	7
Texas Tech	West Virginia	H	L	76	80	-4
Texas Tech	Oklahoma	@	L	67	91	-24
Texas Tech	Arkansas	@	L	68	75	-7
Texas Tech	Oklahoma State	H	W	63	61	2
Texas Tech	Texas	@	L	59	69	-10
Texas Tech	Iowa State	H	W	85	82	3
Texas Tech	Baylor	@	W	84	66	18
Texas Tech	Oklahoma	H	W	65	63	2
Texas Tech	Oklahoma State	@	W	71	61	10
Texas Tech	Texas Christian	H	W	83	79	4
Texas Tech	Kansas	@	L	58	67	-9
Texas Tech	West Virginia	@	L	68	90	-22
Texas Tech	Kansas State	H	W	80	71	9
Texas Tech	Texas Christian	N	L	62	67	-5
Texas	Washington	N	L	71	77	-6
Texas	Texas A&M-Corpus Christi	H	W	67	56	11
Texas	Texas A&M	N	L	73	84	-11
Texas	Washington	N	W	82	70	12
Texas	Michigan	N	L	72	78	-6
Texas	Texas-Arlington	H	W	80	73	7
Texas	Samford	H	W	59	49	10
Texas	Texas-San Antonio	H	W	116	50	66
Texas	North Carolina	H	W	84	82	2
Texas	Appalachian State	H	W	67	55	12
Texas	Stanford	@	W	75	73	2
Texas	Connecticut	H	L	66	71	-5
Texas	Texas Tech	@	L	74	82	-8
Texas	Kansas State	H	W	60	57	3
Texas	Texas Christian	@	L	57	58	-1
Texas	Iowa State	H	W	94	91	3
Texas	Oklahoma State	H	W	74	69	5
Texas	West Virginia	@	W	56	49	7
Texas	Kansas	@	L	67	76	-9
Texas	Texas Christian	H	W	71	54	17
Texas	Vanderbilt	H	W	72	58	14
Texas	Baylor	@	W	67	59	8
Texas	Texas Tech	H	W	69	59	10
Texas	Oklahoma	@	L	60	63	-3
Texas	Iowa State	@	L	75	85	-10
Texas	West Virginia	H	W	85	78	7
Texas	Baylor	H	L	64	78	-14
Texas	Kansas State	@	W	71	70	1
Texas	Oklahoma	H	W	76	63	13
Texas	Kansas	H	L	56	86	-30
Texas	Oklahoma State	@	W	62	50	12
Texas	Baylor	N	L	61	75	-14
Toledo	West Virginia Tech	H	W	96	65	31
Toledo	Youngstown State	@	W	100	78	22
Toledo	Loyola (IL)	@	L	62	69	-7
Toledo	San Jose State	N	W	89	74	15
Toledo	Loyola (IL)	N	W	82	74	8
Toledo	Middle Tennessee	N	L	70	78	-8
Toledo	Cleveland State	H	W	76	65	11
Toledo	Green Bay	@	W	71	69	2
Toledo	Detroit Mercy	@	L	72	75	-3
Toledo	Oakland	H	L	64	76	-12
Toledo	Bethune-Cookman	H	W	102	68	34
Toledo	North Carolina A&T	H	W	95	62	33
Toledo	Northern Kentucky	H	W	90	73	17
Toledo	Ball State	@	L	69	87	-18
Toledo	Miami (OH)	@	W	84	76	8
Toledo	Northern Illinois	H	L	66	71	-5
Toledo	Akron	H	W	78	64	14
Toledo	Bowling Green State	@	W	81	74	7
Toledo	Northern Illinois	@	L	49	58	-9
Toledo	Ohio	H	L	79	81	-2
Toledo	Buffalo	H	L	68	73	-5
Toledo	Western Michigan	H	W	89	62	27
Toledo	Kent State	@	W	82	67	15
Toledo	Buffalo	@	W	71	69	2
Toledo	Miami (OH)	H	W	93	49	44
Toledo	Central Michigan	@	L	69	77	-8
Toledo	Eastern Michigan	@	L	85	91	-6
Toledo	Ball State	H	W	77	67	10
Toledo	Central Michigan	H	L	74	76	-2
Toledo	Western Michigan	@	L	64	70	-6
Toledo	Eastern Michigan	H	L	75	79	-4
Toledo	Eastern Michigan	@	L	60	69	-9
Towson	La Salle	@	L	76	78	-2
Towson	Morgan State	H	W	69	61	8
Towson	Oklahoma State	N	L	52	69	-17
Towson	Mississippi	N	L	60	76	-16
Towson	Bradley	N	W	62	60	2
Towson	Gallaudet	H	W	88	45	43
Towson	Coppin State	@	W	81	77	4
Towson	George Mason	H	W	75	54	21
Towson	Sacred Heart	H	W	83	61	22
Towson	Loyola (MD)	@	W	65	54	11
Towson	Fairleigh Dickinson	@	L	68	69	-1
Towson	Rio Grande	H	W	88	47	41
Towson	Maryland-Baltimore County	H	W	91	65	26
Towson	William & Mary	@	W	76	69	7
Towson	Hofstra	H	L	58	90	-32
Towson	North Carolina-Wilmington	H	W	76	60	16
Towson	James Madison	@	L	59	73	-14
Towson	Delaware	@	W	79	77	2
Towson	Drexel	H	W	69	50	19
Towson	College of Charleston	H	L	37	40	-3
Towson	Northeastern	@	W	79	72	7
Towson	Drexel	@	W	77	70	7
Towson	Delaware	H	W	101	97	4
Towson	College of Charleston	@	L	47	65	-18
Towson	Elon	@	W	81	77	4
Towson	Northeastern	H	L	44	47	-3
Towson	William & Mary	H	W	99	82	17
Towson	Hofstra	@	L	82	84	-2
Towson	Elon	H	W	67	56	11
Towson	James Madison	H	W	69	67	2
Towson	North Carolina-Wilmington	@	L	68	74	-6
Towson	Northeastern	N	L	60	71	-11
Troy	South Florida	@	W	82	77	5
Troy	Reinhardt	H	W	97	82	15
Troy	Alabama-Birmingham	H	L	63	79	-16
Troy	Samford	N	L	79	83	-4
Troy	Idaho	N	L	63	69	-6
Troy	North Texas	@	W	86	74	12
Troy	Southern Mississippi	H	W	69	59	10
Troy	Austin Peay	H	L	71	80	-9
Troy	Seton Hall	@	L	69	78	-9
Troy	Paine	N	W	85	77	8
Troy	Mississippi	@	L	80	83	-3
Troy	Arkansas State	H	L	81	84	-3
Troy	Arkansas-Little Rock	H	L	61	67	-6
Troy	Georgia State	@	L	68	72	-4
Troy	Georgia Southern	@	L	88	93	-5
Troy	Texas-Arlington	H	L	63	90	-27
Troy	Texas State	H	W	66	57	9
Troy	Louisiana-Monroe	@	L	74	85	-11
Troy	Louisiana-Lafayette	@	L	65	88	-23
Troy	South Alabama	H	L	58	66	-8
Troy	Appalachian State	H	L	71	75	-4
Troy	Arkansas-Little Rock	@	L	49	72	-23
Troy	Arkansas State	@	W	71	70	1
Troy	Georgia Southern	H	L	71	77	-6
Troy	Georgia State	H	W	54	53	1
Troy	South Alabama	@	W	61	54	7
Troy	Appalachian State	@	L	74	78	-4
Troy	Louisiana-Lafayette	H	L	63	73	-10
Troy	Louisiana-Monroe	H	L	51	66	-15
Troy	Texas State	@	L	57	78	-21
Troy	Texas-Arlington	@	L	55	90	-35
Tulane	Alabama A&M	H	L	67	68	-1
Tulane	Drake	H	W	79	74	5
Tulane	Southern	@	L	82	90	-8
Tulane	Appalachian State	H	W	76	48	28
Tulane	Mercer	N	L	61	71	-10
Tulane	Stephen F. Austin	N	W	60	59	1
Tulane	Liberty	N	W	72	51	21
Tulane	New Orleans	H	W	64	62	2
Tulane	Georgia Tech	H	L	68	76	-8
Tulane	Prairie View	H	W	63	49	14
Tulane	North Carolina	@	L	72	96	-24
Tulane	Mississippi State	@	L	59	69	-10
Tulane	Southern Mississippi	H	W	59	40	19
Tulane	Memphis	@	L	65	77	-12
Tulane	Connecticut	H	L	67	75	-8
Tulane	Houston	@	L	45	63	-18
Tulane	Tulsa	H	L	67	81	-14
Tulane	South Florida	@	W	81	70	11
Tulane	Southern Methodist	H	L	45	60	-15
Tulane	Connecticut	@	L	42	60	-18
Tulane	Cincinnati	@	L	75	97	-22
Tulane	South Florida	H	L	60	73	-13
Tulane	Tulsa	@	L	48	62	-14
Tulane	Central Florida	H	L	62	70	-8
Tulane	East Carolina	@	W	100	92	8
Tulane	Memphis	H	W	94	87	7
Tulane	Houston	H	L	69	82	-13
Tulane	East Carolina	H	L	73	79	-6
Tulane	Southern Methodist	@	L	53	74	-21
Tulane	Central Florida	@	L	65	73	-8
Tulane	Temple	H	L	56	64	-8
Tulane	Central Florida	N	W	65	63	2
Tulane	Houston	N	W	72	69	3
Tulsa	Central Arkansas	H	W	98	81	17
Tulsa	Wichita State	H	W	77	67	10
Tulsa	Ohio	N	W	90	88	2
Tulsa	Indiana State	N	W	67	59	8
Tulsa	South Carolina	N	L	75	83	-8
Tulsa	Arkansas-Little Rock	H	L	60	64	-4
Tulsa	Oklahoma State	@	W	66	56	10
Tulsa	Oral Roberts	H	L	68	70	-2
Tulsa	Iona	H	W	90	81	9
Tulsa	Missouri State	@	W	70	61	9
Tulsa	Oregon State	N	L	71	76	-5
Tulsa	Northern Arizona	H	W	90	55	35
Tulsa	Southern Methodist	H	L	69	81	-12
Tulsa	Cincinnati	@	L	57	76	-19
Tulsa	East Carolina	H	W	55	43	12
Tulsa	Tulane	@	W	81	67	14
Tulsa	Connecticut	H	W	60	51	9
Tulsa	East Carolina	@	W	84	69	15
Tulsa	Central Florida	H	W	75	60	15
Tulsa	Houston	@	L	66	81	-15
Tulsa	Tulane	H	W	62	48	14
Tulsa	Temple	@	L	79	83	-4
Tulsa	Houston	H	W	77	63	14
Tulsa	Southern Methodist	@	W	82	77	5
Tulsa	Connecticut	@	L	73	75	-2
Tulsa	Cincinnati	H	W	70	68	2
Tulsa	Central Florida	@	W	75	67	8
Tulsa	Temple	H	W	74	55	19
Tulsa	Memphis	@	L	82	92	-10
Tulsa	South Florida	H	W	84	74	10
Tulsa	Memphis	N	L	67	89	-22
UCLA	Monmouth	H	L	81	84	-3
UCLA	Cal Poly	H	W	88	83	5
UCLA	Pepperdine	H	W	81	67	14
UCLA	Nevada-Las Vegas	N	W	77	75	2
UCLA	Kansas	N	L	73	92	-19
UCLA	Wake Forest	N	L	77	80	-3
UCLA	Cal State Northridge	H	W	77	45	32
UCLA	Kentucky	H	W	87	77	10
UCLA	Long Beach State	H	W	83	76	7
UCLA	Gonzaga	@	W	71	66	5
UCLA	Louisiana-Lafayette	H	W	89	80	9
UCLA	North Carolina	N	L	76	89	-13
UCLA	McNeese State	H	W	67	53	14
UCLA	Washington	@	L	93	96	-3
UCLA	Washington State	@	L	78	85	-7
UCLA	Arizona	H	W	87	84	3
UCLA	Arizona State	H	W	81	74	7
UCLA	Southern California	H	L	75	89	-14
UCLA	Oregon State	@	W	82	73	9
UCLA	Oregon	@	L	72	86	-14
UCLA	Washington	H	L	84	86	-2
UCLA	Washington State	H	W	83	50	33
UCLA	Southern California	@	L	61	80	-19
UCLA	Arizona	@	L	75	81	-6
UCLA	Arizona State	@	W	78	65	13
UCLA	Utah	H	L	73	75	-2
UCLA	Colorado	H	W	77	53	24
UCLA	University of California	@	L	63	75	-12
UCLA	Stanford	@	L	70	79	-9
UCLA	Oregon	H	L	68	76	-8
UCLA	Oregon State	H	L	82	86	-4
UCLA	Southern California	N	L	71	95	-24
Utah State	Weber State	@	W	73	70	3
Utah State	Adams State	H	W	83	68	15
Utah State	Union (TN)	H	W	73	49	24
Utah State	Utah Valley	H	W	81	55	26
Utah State	Duke	@	L	52	85	-33
Utah State	Missouri State	@	W	69	68	1
Utah State	Brigham Young	@	L	68	80	-12
Utah State	UC-Irvine	H	L	63	73	-10
Utah State	Texas-Rio Grande Valley	H	W	94	69	25
Utah State	Idaho State	H	W	69	58	11
Utah State	North Dakota State	H	W	76	62	14
Utah State	San Jose State	@	W	80	71	9
Utah State	San Diego State	H	L	67	70	-3
Utah State	Boise State	H	L	61	76	-15
Utah State	New Mexico	@	L	59	77	-18
Utah State	Air Force	H	W	79	60	19
Utah State	Colorado State	@	W	96	92	4
Utah State	Nevada-Las Vegas	H	L	68	80	-12
Utah State	San Diego State	@	L	55	70	-15
Utah State	Nevada	H	L	84	89	-5
Utah State	Boise State	@	L	67	70	-3
Utah State	Wyoming	@	L	65	84	-19
Utah State	New Mexico	H	W	80	72	8
Utah State	Colorado State	H	W	72	59	13
Utah State	Fresno State	@	L	68	75	-7
Utah State	Nevada	@	L	68	73	-5
Utah State	San Jose State	H	W	88	70	18
Utah State	Air Force	@	W	78	65	13
Utah State	Fresno State	H	L	85	86	-1
Utah State	Wyoming	N	W	88	70	18
Utah State	San Diego State	N	L	65	71	-6
Utah Valley	Brigham Young	@	L	54	85	-31
Utah Valley	Great Falls	H	W	89	60	29
Utah Valley	Denver	@	L	62	75	-13
Utah Valley	Antelope Valley	H	W	104	60	44
Utah Valley	Utah State	@	L	55	81	-26
Utah Valley	UC-Davis	H	L	70	82	-12
Utah Valley	Montana State	H	L	72	76	-4
Utah Valley	Southern Utah	H	L	54	68	-14
Utah Valley	Weber State	H	W	84	81	3
Utah Valley	Idaho State	@	W	100	76	24
Utah Valley	Texas-San Antonio	@	W	83	78	5
Utah Valley	North Carolina-Wilmington	N	L	77	102	-25
Utah Valley	Louisville	@	L	68	98	-30
Utah Valley	Saint Mary's (CA)	@	L	50	65	-15
Utah Valley	San Diego Christian	H	W	88	79	9
Utah Valley	New Mexico State	H	L	66	78	-12
Utah Valley	Texas-Rio Grande Valley	H	W	98	65	33
Utah Valley	Grand Canyon	@	L	88	99	-11
Utah Valley	Missouri-Kansas City	@	W	90	79	11
Utah Valley	Chicago State	@	W	82	76	6
Utah Valley	Seattle	H	L	62	73	-11
Utah Valley	Cal State Bakersfield	H	L	74	78	-4
Utah Valley	Texas-Rio Grande Valley	@	W	88	77	11
Utah Valley	New Mexico State	@	L	74	98	-24
Utah Valley	Cal State Bakersfield	@	L	69	91	-22
Utah Valley	Chicago State	H	W	74	72	2
Utah Valley	Missouri-Kansas City	H	W	79	70	9
Utah Valley	Seattle	@	L	69	72	-3
Utah Valley	Grand Canyon	H	L	79	86	-7
Utah Valley	Missouri-Kansas City	N	L	78	80	-2
Utah	Southern Utah	H	W	82	71	11
Utah	San Diego State	H	W	81	76	5
Utah	Texas Tech	N	W	73	63	10
Utah	Miami (FL)	N	L	66	90	-24
Utah	Temple	N	W	74	68	6
Utah	Idaho State	H	W	102	72	30
Utah	Brigham Young	H	W	83	75	8
Utah	IPFW	H	W	96	79	17
Utah	Wichita State	@	L	50	67	-17
Utah	Savannah State	H	W	99	53	46
Utah	Duke	N	W	77	75	2
Utah	Delaware State	H	W	105	58	47
Utah	College of Idaho	H	W	115	74	41
Utah	Stanford	@	L	68	70	-2
Utah	University of California	@	L	58	71	-13
Utah	Colorado	@	W	56	54	2
Utah	Oregon	H	L	59	77	-18
Utah	Oregon State	H	W	59	53	6
Utah	Washington State	@	W	92	71	21
Utah	Washington	@	W	80	75	5
Utah	University of California	H	W	73	64	9
Utah	Stanford	H	W	96	74	22
Utah	Oregon State	@	L	69	71	-2
Utah	Oregon	@	L	66	76	-10
